review_id,cluster_label,cluster_size,role,needs_5min_confirmation,station_id,start_hour,end_hour,duration_hours,affected_sensor_groups,n_sensor_groups,dominant_detector,detector_concordance,max_abs_zscore,max_iforest_score,min_rolling_variance,reasons,cluster_probability,label
360,1,135,physical_limit,False,INALUT3,2026-03-28 11:00:00+00:00,2026-03-28 12:00:00+00:00,2,light_uv,1,physical,2,3524.7560975609754,0.7951082576843848,,iforest_outlier|physical_limit_breach,0.9524417195609038,
361,1,135,physical_limit,False,IJABAL15,2026-03-30 11:00:00+00:00,2026-03-30 12:00:00+00:00,2,light_uv,1,physical,2,300.6458112407211,0.7748017247913891,12.346014492753623,mad_high|physical_limit_breach,1.0,
362,1,135,physical_limit,False,INUQAT9,2026-03-30 11:00:00+00:00,2026-03-30 12:00:00+00:00,2,light_uv,1,physical,3,253.1514629948365,0.7941436694790882,,iforest_outlier|mad_high|physical_limit_breach,0.7836483574422145,
363,1,135,physical_limit,False,IJANZO2,2026-03-30 12:00:00+00:00,2026-03-30 13:00:00+00:00,2,light_uv,1,physical,3,110.43052208835341,0.8128956608174601,8.45652173913043,iforest_outlier|mad_high|physical_suspect_breach,0.7823897257530583,
364,1,135,physical_limit,False,INALUT3,2026-03-30 12:00:00+00:00,2026-03-30 13:00:00+00:00,2,light_uv,1,physical,2,3591.048780487805,0.7951082576843848,11.650362318840575,iforest_outlier|physical_limit_breach,0.725063234136988,
365,1,135,physical_limit,False,IJANZO2,2026-03-31 11:00:00+00:00,2026-03-31 12:00:00+00:00,2,light_uv,1,physical,3,111.98955823293173,0.818446946894201,10.8695652173913,iforest_outlier|mad_high|physical_limit_breach,0.7823897257530583,
366,1,135,physical_limit,False,ITAHLI1,2026-03-31 11:00:00+00:00,2026-03-31 12:00:00+00:00,2,light_uv,1,physical,2,694.3934837092733,0.828434532941719,5.971014492753634,iforest_outlier|physical_suspect_breach,1.0,
367,1,135,physical_limit,False,IDERNA7,2025-06-18 09:00:00+00:00,2025-06-18 09:00:00+00:00,1,light_uv,1,physical,1,199.06073153899243,0.7042958004247111,,physical_limit_breach,0.7520712715143384,
368,1,135,physical_limit,False,IDERNA7,2025-06-18 13:00:00+00:00,2025-06-18 13:00:00+00:00,1,light_uv,1,physical,1,196.91718426501038,0.7036395504451588,,physical_limit_breach,0.7520712715143384,
369,1,135,physical_limit,False,IDERNA7,2025-06-21 13:00:00+00:00,2025-06-21 13:00:00+00:00,1,light_uv,1,physical,1,193.70117322291236,0.6974777410656586,,physical_limit_breach,0.7520712715143384,
370,1,135,physical_limit,False,IDERNA7,2025-06-22 13:00:00+00:00,2025-06-22 13:00:00+00:00,1,light_uv,1,physical,1,192.62870945479642,0.6994660545932894,,physical_limit_breach,0.7520712715143384,
371,1,135,physical_limit,False,IDERNA7,2025-06-27 09:00:00+00:00,2025-06-27 09:00:00+00:00,1,light_uv,1,physical,1,194.23671497584542,0.6975756171937018,,physical_limit_breach,0.7520712715143384,
372,1,135,physical_limit,False,IDERNA7,2025-06-28 13:00:00+00:00,2025-06-28 13:00:00+00:00,1,light_uv,1,physical,1,193.16425120772948,0.6971038067056388,,physical_limit_breach,0.7520712715143384,
373,1,135,physical_limit,False,IDERNA7,2025-06-29 13:00:00+00:00,2025-06-29 13:00:00+00:00,1,light_uv|wind_vane,2,physical,2,194.23671497584542,0.6975756171937018,,iforest_outlier|physical_limit_breach,0.3548550691459253,
374,1,135,physical_limit,False,IDERNA7,2025-08-18 21:00:00+00:00,2025-08-18 21:00:00+00:00,1,barometer,1,physical,3,59.764705882352935,0.8455284976397964,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
375,1,135,physical_limit,False,IJABAL15,2025-10-09 18:00:00+00:00,2025-10-09 18:00:00+00:00,1,barometer,1,physical,3,142.73529411764704,0.8055119853517966,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
376,1,135,physical_limit,False,INUQAT9,2025-10-30 20:00:00+00:00,2025-10-30 20:00:00+00:00,1,barometer,1,physical,3,59.764705882352935,0.7969593938373973,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
377,1,135,physical_limit,False,IZAWIY5,2025-11-17 11:00:00+00:00,2025-11-17 11:00:00+00:00,1,barometer,1,physical,3,59.764705882352935,0.8341910521636838,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
378,1,135,physical_limit,False,INALUT3,2025-12-28 15:00:00+00:00,2025-12-28 15:00:00+00:00,1,barometer,1,physical,3,59.764705882352935,0.8259522652847406,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
379,1,135,physical_limit,False,IJABAL14,2026-01-02 01:00:00+00:00,2026-01-02 01:00:00+00:00,1,light_uv,1,physical,3,18.0,0.8272336348313926,13.519927536231886,iforest_outlier|mad_high|physical_suspect_breach,0.7823897257530583,
380,1,135,physical_limit,False,IBARAS3,2026-01-21 19:00:00+00:00,2026-01-21 19:00:00+00:00,1,barometer,1,physical,3,67.08823529411764,0.8082517331190653,21.96393315217391,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
381,1,135,physical_limit,False,IMURQU7,2026-01-22 07:00:00+00:00,2026-01-22 07:00:00+00:00,1,barometer,1,physical,3,62.61764705882352,0.8126145148377435,19.12074782608696,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
382,1,135,physical_limit,False,IMURQU7,2026-01-27 11:00:00+00:00,2026-01-27 11:00:00+00:00,1,rain_gauge,1,physical,2,,0.86671909595118,,iforest_outlier|physical_limit_breach,0.32908560952260085,
383,1,135,physical_limit,False,IMURQU7,2026-01-27 19:00:00+00:00,2026-01-27 19:00:00+00:00,1,barometer|rain_gauge,2,physical,3,9.205882352941176,0.86671909595118,,iforest_outlier|mad_high|physical_limit_breach,0.31143839040525306,
384,1,135,physical_limit,False,IMURQU7,2026-01-30 14:00:00+00:00,2026-01-30 14:00:00+00:00,1,rain_gauge,1,physical,2,,0.8744987541079549,3.176424018866503,iforest_outlier|physical_limit_breach,0.32486873366896796,
385,1,135,physical_limit,False,IMURQU7,2026-02-17 10:00:00+00:00,2026-02-17 10:00:00+00:00,1,barometer|rain_gauge,2,physical,3,16.205882352941174,0.86671909595118,2.2969142930878625,iforest_outlier|mad_high|physical_limit_breach,0.3096312922438607,
386,1,135,physical_limit,False,ITAHLI1,2026-02-19 00:00:00+00:00,2026-02-19 00:00:00+00:00,1,barometer,1,physical,3,65.85294117647058,0.8225263158034665,21.158677536231888,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
387,1,135,physical_limit,False,IZAWIY7,2026-02-20 15:00:00+00:00,2026-02-20 15:00:00+00:00,1,barometer,1,physical,3,68.94117647058823,0.7985489775898414,23.867043478260875,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
388,1,135,physical_limit,False,INALUT3,2026-02-26 18:00:00+00:00,2026-02-26 18:00:00+00:00,1,barometer,1,physical,3,59.764705882352935,0.818510094548814,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
389,1,135,physical_limit,False,IJANZO4,2026-02-28 22:00:00+00:00,2026-02-28 22:00:00+00:00,1,barometer,1,physical,3,59.764705882352935,0.8669623641053774,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
390,1,135,physical_limit,False,IMURQU5,2026-03-10 12:00:00+00:00,2026-03-10 12:00:00+00:00,1,light_uv,1,physical,2,1889.9402985074626,0.8313469485197347,,iforest_outlier|physical_suspect_breach,0.9093573206904939,
391,1,135,physical_limit,False,INALUT3,2026-03-13 11:00:00+00:00,2026-03-13 11:00:00+00:00,1,light_uv,1,physical,2,3392.146341463415,0.7643380713569593,121134.68660797102,iforest_outlier|physical_suspect_breach,0.9524417195609038,
392,1,135,physical_limit,False,INALUT3,2026-03-14 11:00:00+00:00,2026-03-14 11:00:00+00:00,1,light_uv,1,physical,1,3420.560975609756,0.7608333971612308,124050.9490476449,physical_limit_breach,0.6672755058483416,
393,1,135,physical_limit,False,INALUT3,2026-03-16 11:00:00+00:00,2026-03-16 11:00:00+00:00,1,light_uv,1,physical,2,3382.682926829268,0.7679666419728087,,iforest_outlier|physical_suspect_breach,0.9524417195609038,
394,1,135,physical_limit,False,INUQAT9,2026-03-18 09:00:00+00:00,2026-03-18 09:00:00+00:00,1,light_uv,1,physical,2,225.74870912220314,0.7649627181646446,176906.4274548913,iforest_outlier|physical_suspect_breach,1.0,
395,1,135,physical_limit,False,IJANZO2,2026-03-19 12:00:00+00:00,2026-03-19 12:00:00+00:00,1,light_uv,1,physical,2,107.62329317269075,0.7706771528566296,229309.76146014512,iforest_outlier|physical_suspect_breach,1.0,
396,1,135,physical_limit,False,ITAHLI1,2026-03-20 11:00:00+00:00,2026-03-20 11:00:00+00:00,1,light_uv,1,physical,2,630.1578947368422,0.7896790957477572,159396.07101956534,iforest_outlier|physical_suspect_breach,1.0,
397,1,135,physical_limit,False,INALUT3,2026-03-21 11:00:00+00:00,2026-03-21 11:00:00+00:00,1,light_uv,1,physical,2,3439.5121951219508,0.7675549168411309,,iforest_outlier|physical_limit_breach,0.9524417195609038,
398,1,135,physical_limit,False,INUQAT9,2026-03-24 10:00:00+00:00,2026-03-24 10:00:00+00:00,1,light_uv,1,physical,2,223.74354561101552,0.7685942541895671,,iforest_outlier|physical_suspect_breach,1.0,
399,1,135,physical_limit,False,IJANZO2,2026-03-25 12:00:00+00:00,2026-03-25 12:00:00+00:00,1,light_uv,1,physical,2,107.93493975903615,0.7711987589074509,239777.91527373242,iforest_outlier|physical_suspect_breach,1.0,
400,1,135,physical_limit,False,IBARAS3,2026-03-25 13:00:00+00:00,2026-03-25 13:00:00+00:00,1,light_uv,1,physical,2,340.10869565217394,0.8313469485197347,,iforest_outlier|physical_suspect_breach,1.0,
401,1,135,physical_limit,False,INALUT3,2026-03-26 10:00:00+00:00,2026-03-26 10:00:00+00:00,1,light_uv,1,physical,2,3344.80487804878,0.778538420803912,,iforest_outlier|physical_suspect_breach,0.9524417195609038,
402,1,135,physical_limit,False,IJABAL15,2026-03-28 02:00:00+00:00,2026-03-28 02:00:00+00:00,1,barometer,1,physical,3,59.764705882352935,0.8033349390563755,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
403,1,135,physical_limit,False,ITRIPO33,2026-03-28 17:00:00+00:00,2026-03-28 17:00:00+00:00,1,barometer,1,physical,3,112.3529411764706,0.8287018640757988,,iforest_outlier|mad_high|physical_limit_breach,0.377907102671344,
404,1,135,physical_limit,False,INUQAT9,2026-03-30 09:00:00+00:00,2026-03-30 09:00:00+00:00,1,light_uv,1,physical,2,218.39759036144582,0.7653111072016195,,iforest_outlier|physical_suspect_breach,1.0,
405,1,135,physical_limit,False,IMISRA12,2026-03-31 11:00:00+00:00,2026-03-31 11:00:00+00:00,1,light_uv,1,physical,2,247.40105078809106,0.7822400404903135,,mad_high|physical_limit_breach,1.0,
406,1,135,physical_limit,False,IMURQU7,2026-03-31 11:00:00+00:00,2026-03-31 11:00:00+00:00,1,light_uv,1,physical,3,537.0615384615385,0.8223958380295531,,iforest_outlier|mad_high|physical_suspect_breach,0.7836483574422145,
407,29,31,physical_limit,False,ITAHLI1,2026-03-29 10:00:00+00:00,2026-03-29 13:00:00+00:00,4,light_uv,1,iforest,2,704.122807017544,0.8301177630432627,7.818840579710153,iforest_outlier|physical_limit_breach|physical_suspect_breach,1.0,
408,29,31,physical_limit,False,ITAHLI1,2026-03-23 11:00:00+00:00,2026-03-23 13:00:00+00:00,3,light_uv,1,iforest,2,671.0350877192983,0.8161946890547512,6.201086956521744,iforest_outlier|physical_suspect_breach,1.0,
409,29,31,physical_limit,False,ITAHLI1,2026-03-25 11:00:00+00:00,2026-03-25 13:00:00+00:00,3,light_uv,1,iforest,2,696.3383458646617,0.828434532941719,7.297101449275367,iforest_outlier|physical_suspect_breach,1.0,
410,29,31,physical_limit,False,ITAHLI1,2026-03-28 11:00:00+00:00,2026-03-28 13:00:00+00:00,3,light_uv,1,iforest,2,704.122807017544,0.8301177630432627,8.717391304347833,iforest_outlier|physical_limit_breach|physical_suspect_breach,1.0,
411,5,75,physical_limit,False,IJANZO4,2025-11-26 12:00:00+00:00,2025-11-26 12:00:00+00:00,1,anemometer|barometer,2,iforest,3,59.764705882352935,0.8669623641053774,,iforest_outlier|mad_high|physical_limit_breach,1.0,
412,5,75,physical_limit,False,IMURQU6,2026-03-16 18:00:00+00:00,2026-03-16 18:00:00+00:00,1,anemometer|barometer,2,iforest,3,60.47058823529411,0.8431249846475439,,iforest_outlier|mad_high|physical_limit_breach,1.0,
